Partner Name;Augsburg;Bad Soden-Salmünster;Bamberg;Bayreuth;Berlin;Bielefeld;Braunschweig;Bremen;Darmstadt;Deggendorf;Dortmund;Dresden;Duisburg;Düsseldorf;Erfurt;Hamburg;Heidenheim;Kassel;Mannheim;Memmingen;Nürnberg;Regensburg;Stuttgart;Villingen-Schwenningen
BGL Rent e.K. 1;399.3613775392188;178.0638257659586;294.50430573644604;337.5386421923315;465.62455198374494;151.22940831941045;275.88390340310247;260.0656989636983;165.21628190280447;483.46981184419576;63.80474924111695;464.93204556037693;55.70648624457005;35.51679150200617;275.0924288445661;346.8676008831565;337.34600306302303;169.36986316732694;192.47935850650182;400.82888284156587;330.3190365308531;418.93511375348675;286.9875296414893;340.08633004863765
Blaguss Reisen GmbH 1;406.2420173202198;559.4427963972161;442.63337465807103;400.20743703104085;525.0928252907931;701.8374650502633;614.7665979484083;761.196628111788;593.8802922173679;261.331763824795;738.1449286657175;369.71281113163576;778.7967153971497;768.6058836350644;494.430230078761;744.6862245946784;462.7939254776216;604.9172245053072;597.1298461194189;461.30080452501903;412.7185727234572;327.8541986406743;535.0138327742349;585.979253244222
Reisedienst Bonte GmbH & Co.KG 1;309.2240441100235;72.61730679546008;164.80488099978777;199.58471616727414;337.6091428468209;129.71370804952383;173.88449964805363;240.87319673809554;124.15751967622869;355.2761034775806;139.35447626945754;317.00949474362767;181.5495205566518;174.92024151813473;126.74376141145157;296.6962135786533;258.9557219476866;45.99581106416218;168.7821582764874;334.1924377967894;210.4519521267615;295.5892746928041;238.94858503978418;322.83463591499213
Bösche Reisen 1;582.3755521914699;370.5412588088957;413.533505232505;416.8783802230327;249.24253522186535;204.22832154017047;148.84958721901032;103.58097506474526;424.5109561455923;564.0202794662855;291.6576649231324;374.3755422836295;329.8043843366751;346.6397100535352;296.0086150257838;8.234537537477648;545.3210057614161;256.2431487604689;469.0431815561368;622.0570715939939;463.7098977314612;525.6389869469078;537.986706094606;624.0315989364706
Brömmel Omnibusbetrieb 1;476.8783466557823;242.76272889838836;353.35888111326545;390.4914419580485;456.19854161286565;120.52890844591435;259.2793519665219;198.07828699734804;246.391474830307;544.6167825876622;51.804741064032044;486.66368504159976;37.17990145121273;60.26429410110761;304.8178371660928;292.01635050987;417.1695996896314;190.12792550119391;278.2688560450484;484.14107785150424;395.2215356177034;482.8304448685193;371.91208820998503;428.6827561188306
Reisebüro & Omnibusbetrieb Karsten Brust 1;510.50725800824625;390.2728738573918;356.81446049185155;329.45365343166696;16.583885165018685;347.05966787450257;208.35182306504686;321.59971861834424;458.7906223823283;425.30150202003693;433.95466317985773;177.53896235780766;483.194238424851;490.0952304084226;252.75559775039918;257.0707869964861;501.15803204759305;315.2693374148437;498.4304915600428;569.6639255813025;393.8259280264054;415.115881657579;527.82021857882;622.1348407242386
Bruzzo Express 1;377.86062049012895;157.4424802220887;274.11600117504935;317.7778199857146;456.96564152300743;153.02644926281502;270.5732736515861;266.55893892605224;143.82604263922792;462.55973927328705;73.55422202996597;449.84825049845625;76.04528998794753;56.9586198071812;259.61632789839956;350.4011871156906;315.9663400654357;157.7907678787454;172.11602257808;379.93664500561994;309.2365369717968;397.84425295571504;266.41986498173594;321.8257283356797
BusArt Tours GmbH 1;488.9886406654964;371.12407802484927;335.5867511724861;307.9511382940028;6.264813950525335;335.9500243097567;197.34239580970856;317.66990349371036;439.6958376965389;404.8128166349879;421.2533766590259;158.80713566028447;470.7490988582247;476.84322750903436;232.79464677232724;258.5867282903691;479.7956721899615;299.2670243979103;478.91120680502587;548.1763304129738;372.3580373395258;393.8374428363245;506.9951754510101;601.2893777686623
Busworld International GmbH  1;249.6989632027361;73.67575314517694;173.37691418251725;222.58254231642007;446.11277222250624;229.0057089816406;294.4728152011202;348.22668171156295;15.47310356454703;348.65051734968233;187.7524842185746;392.72701009827256;204.6290763081179;185.76050277024515;214.17474317128256;413.88224070246974;187.13880660691768;166.67314345270853;51.52062856054778;251.79956468501297;195.74115213699562;282.21869493475236;140.2855386312177;210.13670478152034
Buteo Busservice Behrendt GmbH & Co. KG 1;456.9883100768638;322.5821452105493;296.9943583980837;274.8941129026239;54.15601643365857;284.0799283766352;145.98093285028517;273.97095776059706;390.9689426840685;388.12541712718985;368.5437183248228;159.46152971784;418.10954412142746;423.97645923873085;187.0871091403847;225.5376378553955;442.3276948451724;246.71404430978757;431.2100588810784;513.2240510613764;337.49703458611157;369.01255469944823;464.53351444872953;558.8137096967247
Reisebüro und Omnibusunternehmen Cermak e.K. 1;155.4395518937997;176.6035044698904;59.79409992481574;30.200019312613232;338.876799060317;339.61217543456786;298.58355601187515;426.82031380228716;216.88471944488202;133.89941684801605;359.8049672417265;213.31953449810803;397.7298872682895;386.4224793033593;151.44556220807897;445.95408920569247;155.52999750975093;238.22161563363193;230.83896778071383;216.38499499319323;47.98707826393697;79.92120533189313;205.48128208691517;292.54710014558646
CP Fahrschultruck (DeKieler) 1;657.2929506602621;449.5292909782492;487.7959499233373;487.5711513634969;276.90596794118466;281.1468255331384;223.07054099894378;170.57182541536017;503.9427547227084;629.486876349437;365.5809092612231;422.2196499627846;400.5193949906839;418.78974236768954;368.31711117248466;84.67085940557473;622.3135582017686;335.4543376666881;548.4780542153368;698.9577539376644;537.4402653969507;595.1513953440859;616.8141576194004;703.3145273533705
Dehn Touristik Heinrich Dehn GmbH & Co.KG 1;638.1393236758289;424.17115122497324;469.3726415626996;472.51149269143974;285.74550214120313;249.03262149256668;204.68641823126532;135.54585732745102;476.2494241137227;618.6446358033932;331.4756433188824;422.0394979150829;365.3099539530034;383.94879558290233;351.7816499978541;58.279893570418785;600.5712161517301;309.54528742632544;520.5973496721272;677.3226088310764;519.5625367036342;581.129626397652;591.754442428127;676.6860954622405
Dornburg-Reisen GmbH & Co. KG 1;316.63623303146346;98.9420193294808;215.5190919738647;261.0367138285553;433.7984933010483;170.5983814931768;261.2178819627714;290.3186194141459;83.89660598088247;402.0604126843146;118.28427965191709;407.1132515854189;135.9117990863184;118.54396970518879;218.11049492874324;364.1895030088636;255.47104609171146;135.12046806898934;117.99332750310738;321.61713780529954;248.3857969464316;336.89949496856747;209.99265154620952;274.4220366458119
Duckstein GmbH & Co. KG 1;431.9579520515831;246.58764746215195;262.31335097435255;259.8906260448957;165.90840726867177;169.90587389095828;31.88533771818352;174.04886845593774;311.15661885244054;404.84204693807857;256.20409619768054;232.2909295942914;305.3767214275832;312.63635077621757;141.52889838657396;159.36569901746554;401.8687415979701;147.94716564702944;354.70754289016463;477.6846058767243;311.0751166806035;367.7279385233942;406.9159459844952;498.6001627499929
DUS-BUS (Bergische/ Mesenhohl) 1;439.94827956970096;212.43585594939987;327.1027486951669;367.71136661759243;467.13715652412304;137.6551914329799;272.4011574758038;234.067559916974;206.6594327334421;517.6704384914153;45.84894395740073;481.317821778953;12.64538995358558;14.475904633952034;293.9971232644131;325.1652965746112;378.67411698700516;181.99391353930469;235.46721032411486;443.31218211435055;365.7171538693064;454.1574866413448;329.83572774059354;383.1899054126602
Ebenbeck-Reisen GmbH 1;136.16773704497925;278.904365006164;166.10989546327875;138.30624877550676;408.33344706937487;450.53689296019803;403.0827010233951;536.0503789453005;305.3259768801008;29.02537450143035;467.4628447985588;255.02063288603054;502.9498770969609;489.94566612550256;258.0435218143624;549.3997861762608;179.3773389493132;349.13039226920534;306.82096268489676;203.13847551193825;126.2475160688633;38.042221118196956;249.41419528920898;315.0396668124202
Eberhardt-Reisen Richard Eberhardt GmbH 1;173.5220093166414;169.43673952909276;200.81828156284618;245.70742643128543;529.2211965575978;353.90128695157614;404.3565631619358;472.4426968845929;115.95537208371212;316.38398909950513;310.34893782887565;440.5529710261644;319.75221931710814;298.38121238610523;293.5821467037479;533.4966384883415;111.66617691648666;281.96159457442553;74.56593384365155;147.0074020542609;190.0480119533314;253.337319739515;39.20204473486507;86.07023289708245
Reisebusunternehmen Maik Eckinger 1;358.5560963622542;250.08181818763387;203.02786048634547;176.60674107378475;137.4175990208578;275.15054031074015;159.36631296170316;306.37223655201217;318.0199897418778;292.36890870166485;343.940936045194;102.009449394266;393.1762419662356;393.62030293953296;109.594642663906;286.5495203792699;347.2204110507034;205.13196303606688;354.2668555034728;416.27067639934864;240.31223329694404;269.9932011261271;375.53508396693474;469.67998627524975
Fa. Hermann Edzards 1;629.4967140360926;392.24696908901797;473.36197967503364;492.90855939196655;405.3466302188327;191.17057151117947;247.36177999676124;100.19651987573641;424.8066521240992;650.9996120226507;236.61942604266284;505.8432872231501;252.20427598003306;274.7124740285248;375.81990057177137;157.1325863942098;579.3580274098675;287.86547612611275;465.17841022075856;653.747548416706;523.1577979517224;600.4861201650718;551.3361735953467;623.1369049595365
Efinger-Reisen 1;20.05310269833911;238.62991014409232;159.61664084746624;167.5012159789503;478.35643033507597;435.2172866464667;424.63020426045426;538.184355427645;238.77649889777777;141.38717029518463;428.64855318802057;343.4853932166316;455.06156705921074;438.0764570094386;279.46826348312004;571.0932450813306;75.47343396238962;337.67527657155574;225.40178705350274;88.05991393266025;109.92653077478084;94.36922559517339;147.54115828794707;200.34684897751467
Egenberger GmbH & Co. KG 1;22.194444423390756;221.67993853282556;147.6395770453995;160.27231495856878;472.8421919182075;419.26811602366877;412.4135770445609;523.4886068879525;220.57552667802022;152.63107928876022;411.15061505490934;342.3368482206565;437.13609054187765;420.03557584472486;268.4135010401152;558.3570977223894;58.497041786669456;322.4616275005214;207.2503009229551;84.94039613013126;99.40375523250508;99.64268746257719;130.92820143573027;188.94596903277787
Eichberger Reisen GmbH & Co. KG 1;258.5431551211526;59.19245526341208;167.65298615568727;215.84417155574926;427.96685341985597;209.7041526200303;274.0643450603718;328.58046787475394;28.66817855806585;348.7160386351827;173.15562474775606;379.576077377007;193.97692374305228;176.49810679309795;197.90736016753817;393.4174212367323;197.6407041197462;146.1251579377212;71.22605548578143;265.22385534695445;194.94164974732405;282.78257175094666;156.12400072917163;229.48039026887133
Elite Traffic GmbH 1;490.66632798098203;376.13172279697255;338.581268322078;310.03293293055;11.365113567871855;343.24160631062904;204.68801702777958;325.2539538974126;444.7169779292716;404.1663263873709;428.30610227380384;156.5612780408666;477.83620205226464;483.7920399213887;237.3189159151951;265.77668653685004;482.44122997690533;305.61320919598586;483.65964556295364;550.3252626922912;374.6437225590145;394.44574431561347;510.58024881758195;604.8361482444351
Erfmann Reisen GmbH & Co. KG 1;480.2601940672352;240.61280268903468;341.9631679081001;373.75289631115817;406.5588184334135;73.93699500757178;209.99646678246268;142.89867172705715;259.52423310640773;531.5300620512247;63.31030186533669;449.46402368110665;87.2064822911816;106.82164545450513;275.87206578423394;236.1424543673882;424.2056456811218;163.30564937914528;296.97355373172394;495.2485368859744;387.6306671567251;472.8134821673826;387.15431749406133;453.10957776876637
Verkehrsbetrieb Franke GmbH 1;309.23369256033567;75.6148508156739;191.14655400001254;233.9708988607371;397.0708933115608;149.95489961180527;227.3672429512727;269.3013582913725;88.68489530418384;381.04842991895015;118.82958530131937;371.90110986710033;148.66962557861706;135.73908520633307;182.2300525783704;337.45679159190377;251.41978152646777;99.74132597223152;130.57323347692537;322.0328782954657;228.90497012817866;317.3382813303305;215.45983957042355;289.17675220644264
Reisebüro Fredrich GmbH 1;336.81562440303793;110.61395587863478;179.73372089275207;205.41867928616062;298.2688088721215;108.46239126969803;129.53144470601333;207.5938683411193;167.8446157873016;364.4298444373876;147.99696647141732;293.6313763615651;195.60365624497513;194.04697109166398;108.11760900466453;255.8140590534794;291.3527315082192;7.150596294090891;212.36440984612085;367.6965818388825;228.9929282600533;309.0982759127961;278.16794857904966;364.51006875211493
Freiburger Reisedienst 1;232.88062274413997;278.848726971693;308.79305915624906;350.53805903619235;641.1110859026523;450.3552212887754;513.3269432510748;570.1877900483705;218.21573376384057;392.10807135647116;392.93862766144287;547.0622112971186;390.8225730920186;367.76696982776923;405.65346421256515;637.4709893366958;189.22879011109475;388.1795407025132;173.58311806921165;176.36430504888492;289.8550786170286;336.27558688875774;133.71735912041146;51.10660381363686
Frenzel-Reisen KG 1;551.770633818432;320.55902473338426;390.2550381921935;405.9449851073435;320.8014401996219;125.75820921014319;154.79201650913595;7.961964618126947;362.94644881984055;562.7053964242533;200.1189899313428;413.6331590343504;232.38772369322237;251.28207482829714;286.7601925477344;95.9180842561685;505.75352222479927;209.27564444008712;405.9562135820828;581.6474370601521;440.70706677256743;514.6070635495721;485.5878032811239;564.3929113727897
Frölich-Reisen GmbH 1;325.4730999558645;104.86201481397018;166.29423624089023;190.84692686575525;291.65273380587684;122.81035447446203;130.99233947731247;218.75560883812292;165.81636085622802;349.9423105303406;161.9610363824768;280.80939760747054;209.0555216438094;206.663952361917;93.89387477113517;262.8048224656002;281.62542898475226;22.034252281517464;209.94317197534278;358.20195629119416;215.9413106723566;295.1123736980369;271.6181074220586;359.5351583521862
Reisedienst Fuhrmann 1;467.2284108344625;227.94621339893766;331.098706674651;364.0340753236402;408.1990687709233;72.92636038949286;211.25659460835485;154.12979717677135;245.24485007833874;521.2355876308205;48.526121863459046;445.5543555564305;76.1268265374927;94.38612560852587;269.0138109218389;246.10927909019196;410.69128208557817;155.29911375327552;282.3886529712927;481.3632852973702;376.1506038723041;461.87273920570556;372.8535929271402;438.3560864658712
FÜRST REISEN GmbH & Co KG 1;194.01138419520296;346.41263752379297;231.33946960526652;196.56016449538097;425.9835325302761;509.89533368744014;449.61480897400367;588.3039916241655;375.19312183662646;41.40608303187169;532.6684067516445;263.2835236913446;569.7101855700608;557.4516802008494;309.7589452258522;593.0936930177055;245.020616871058;409.0442025402149;376.79758893884406;256.70659837550687;195.15328320172043;107.98436774176119;316.4764320836066;375.7787533474634
Gäke 1;402.34813892141005;193.17493247594942;309.8955065397109;354.9468378082092;496.8011685947996;183.6223097443413;308.13689283134767;290.51856714000655;168.6090118849761;496.0398755163165;94.30085544514019;490.97532102757015;71.78079590780727;48.46690746555649;300.70316270434876;378.5228291409902;338.85894240076044;198.65968639543547;188.97561951357082;398.26207826540724;342.2213941238821;430.5397458819074;283.3092929879906;328.1339997248256
Geißler-Reisen GmbH 1;363.78288297839396;259.9412728570285;210.3677886594203;182.19833844560515;130.9868914126638;284.5024139575305;166.5915748939963;313.25725120614885;327.76281683935724;293.1604130119921;353.9935935614107;93.79293752165265;403.2783686086043;403.84439566727104;119.60193491578987;290.7114963619031;353.972081289532;215.40444614836963;363.7049063758797;422.2915559346178;246.42127372380455;273.069696617681;383.6046321320943;477.6464058155513
Genthner 1;117.03522077607936;125.98758526948072;67.75103368055822;105.70532615755079;407.9923645620059;322.21373316059294;322.2056414322184;427.3378687236674;138.88789096572918;195.64432133624973;317.30693925333827;302.2847304849249;346.5993802817649;331.11995211084684;184.38018304748158;466.1185936673584;79.19273858364703;225.84059039740362;141.54564584962566;154.57648192448113;49.36687533797354;128.9935836857991;111.25845013529899;202.29771695620227
Gläser Reisen 1;300.0539434050308;262.8684502801118;175.64178751910393;131.85173252711928;205.4422347626067;345.0854410019795;246.76073141974715;393.47670021379133;324.17562231819954;205.97705484535888;399.75849177826717;64.8172997614498;446.6011322282486;442.6611110823809;144.00155974942706;379.95497267812584;304.40662903622166;258.23812043129647;351.81334214181237;364.08316188876114;195.14845412637223;196.74271806123323;348.6241555800846;439.180820169037
Gödde-Reisen oHG 1;490.5265038793782;252.2596194550985;357.4562170037314;391.14712026917095;431.35161675486637;98.12403488087392;234.77435323362238;162.0929474181918;265.0729601003419;547.9522272485639;64.23764630315573;472.66692426800284;72.47992736860009;94.48761533418649;296.77303520858925;256.6362272802431;432.89054480229794;183.02519073591768;300.2636762025729;502.3639683386555;401.88408834708747;488.09530173392534;392.27319302772355;454.1688302249475
Gottlieb- Reisen GmbH & Co. KG 1;475.5367601857278;237.97725701268382;322.72890640695636;346.92255955150006;341.27367858926857;36.87833843635084;146.46102470695695;88.1295366308505;273.72996119892406;506.10519627561024;110.2451144111498;396.70542377359675;149.4045211545031;165.21494114471432;236.88541004493433;174.29223269367142;425.0689966033534;136.17079161530205;315.7523246253519;499.62021949578553;371.66634461487;452.001657430529;398.8159720927582;474.3774499042087
Retours (Gradliner) 1;491.5671226949655;366.2154111087137;335.52525325757955;309.90004045941674;12.28368045177577;323.89239015478176;185.1457326203781;302.9447484583844;434.68933004763653;411.9146618031023;410.15026856499594;169.04186595395257;459.4947392340707;466.1077444455724;229.36489167383445;243.17699717354787;480.34326917049367;290.6712516287252;474.57111068003064;549.7386822361557;373.7808707426233;398.6212143640434;505.42817032606285;599.7577243545572
Anton Graf GmbH 1;440.7355337319187;207.142844054684;318.84477576833814;357.1068670194143;441.5770859455746;110.02203101559826;246.01818051528903;206.88069594439284;210.5726918487754;510.0720045116013;20.927941833558133;461.4413439609932;29.40340534007842;41.872214646494335;276.3334504810868;297.35550720299557;381.0896099732601;162.48070062197505;243.34592290641245;448.379642161089;359.94532628564525;447.80374450779067;336.5683348787957;395.4825121167922
Groeger Reisen GmbH 1;426.43467162417784;194.5127969363311;307.54848003924644;346.9138399372956;442.9410751372312;115.82771663539461;248.72581268715663;218.3679592305337;195.4197820870819;498.598358397742;23.333411146479815;457.0235605374371;32.48924451047396;34.82968114076364;270.2095166810955;307.3306970665559;366.3754311611774;157.6536252160805;227.6539930412272;433.1654887757234;347.6729274257227;435.8034377591473;321.05949826610293;379.5546998222988
Grüner Omnibusse GmbH 1;69.82710234514478;256.914008171698;159.0312681595492;151.3833338645252;451.59076563483796;445.1907991432694;418.50862519623354;541.3210220908253;269.0784891099256;90.98720610838488;448.7629755253105;307.76870646705;479.2686857988383;463.8894769281826;271.2604820569262;565.933633627558;120.51291159030141;344.89201116141584;262.27298050311276;136.3475552634687;109.21206424731074;53.25212965002524;192.7856818928788;250.68036127257776
Gutt Reisen GmbH - VR-Tours 1;461.4083834495473;224.838636921954;333.3205026456103;369.28975263101086;432.974995361489;97.5456352771041;236.17461668897334;183.54578204317855;233.8094913930644;524.4483861498868;33.381047545392875;462.6583651466381;46.45756480876395;65.68905936370766;281.40926772877543;275.8235236621958;402.8636340098401;166.69200447461643;268.1684434419592;471.4584357066588;376.2623461184414;463.36664806251616;360.64930987405063;421.58023501332264
Helmuts Reisen GmbH 1;74.04568104574271;294.86432273079595;202.36848544816914;196.1385610686232;493.5497865840886;486.8275171073268;463.15930526524676;584.8227669051837;300.1686111850109;108.46155343283468;486.3251148221417;345.84432472382;514.666613586327;498.30449892876584;315.94565998121465;610.568737706398;137.47665719212333;387.1713446657781;287.97055318178775;127.06536082094887;151.95719261682055;94.00886587150248;208.672515565452;250.90610748143507
Mannheimer Omnibusreisen - Holger Tours GmbH 1;216.55247192419367;99.4471679087298;172.13258510383255;221.76005833770353;472.38333333773716;273.039233119059;331.4522082496314;391.9279173955233;35.82537221772419;330.9130463386742;231.1219583792113;404.6235427985962;244.8010609877723;224.71429135070653;236.71581434635985;455.46392578013763;152.11463554428457;205.58862095377685;9.890396740552285;211.46569569041722;182.87251586279262;264.3539376190193;97.72141310457195;166.11767774257
Höner Touristik und Logistik GmbH 1;478.8716281881105;239.20348438593524;331.9187756305008;359.57681291999234;370.3777935632457;46.95010055281923;174.7051854176048;108.82846219628254;267.8805119571436;518.5582813316546;88.02384796170283;420.7843576563923;122.41499989866998;139.84262635501344;254.4467970712139;199.8169561766055;425.81194455043345;147.0388395833417;308.19018653306085;499.026265802568;379.6191075573353;462.32640878724703;394.7364933094719;466.3114216055182
Hörmann Reisen 1;0.5746453603912364;239.97834765871443;169.89762040772425;182.43548628074467;494.68706484124084;438.85189524634075;434.48844320326316;544.261459177558;234.20398063331297;161.35294335899587;427.90021117999953;362.29271795477285;452.3152561123648;434.61385923819086;290.77271965650243;580.2293280429299;64.63876067275407;342.8947935998498;217.23276387429442;67.51101683616123;121.8567398143211;114.81029863709668;134.40299026620568;181.24807092539942
Huber 1;201.7429058548745;217.29770146588734;251.76630950194374;295.6817918352897;580.6502231547506;392.7240286416893;451.93071336765865;512.2947443899875;157.82228822578182;354.4110597180225;340.4743151938754;491.2792846815865;343.23344787713324;320.73002695368416;344.7788800125441;577.4664743027183;147.16852052575322;327.3291312256225;113.38274080709236;158.85204013396836;237.8415626234902;294.1270681541853;80.57087182242535;52.719665833562914
Werner Hummel Omnibusverkehr GmbH 1;223.62972640620453;277.7647928264903;303.79728783833866;344.7740278388985;637.62783359095;452.3147592700433;512.5670249150741;572.0585285671316;218.55596427287634;383.2327091651325;396.65982834815276;541.4089133145837;395.7575317322725;372.79834942075786;402.6329797565179;638.1564394901469;181.42473313763696;388.1493670872677;174.02714853407713;166.33166917021637;283.4631237601158;328.0296041168359;128.43810201305416;41.89226065242479
Hunau Reisen Ferd. Knipschild GmbH & Co. KG 1;365.1835442830721;125.93124163091083;232.85316200238367;269.82231490516625;379.7057574803548;92.67978225064256;194.1541013172682;212.53572991677467;148.5563140620571;424.0465282849215;68.98591047676415;380.31346728377207;111.45886929493757;107.23242963790892;191.97068179874248;286.7236539653832;309.29483992140536;82.50822821869845;189.52192552894672;381.1094683605178;275.92789956318427;362.86311730991605;275.4367124507129;348.0603154390432
Ideal Reisen GmbH 1;345.477177013273;113.24400304492355;228.1240880978285;269.8724609375709;410.8307792931262;131.02884419776433;230.30436558662427;250.54195265638788;118.50722062796464;418.45470533401283;83.07157722837543;398.7505397801265;111.01110839230708;98.8122973446445;208.48286201200472;326.07535065895047;286.50215355749856;110.03701004667981;156.25450288151885;355.4621337643155;266.5515633402425;354.93946965654516;246.0802163182815;313.77250311734247
Janssen Reisen Wittmund GmbH & CO. KG 1;623.1415252403935;386.37152780879586;466.32912751115566;485.4129436059396;396.7188619026774;185.28046454020148;238.851088982287;91.74255973445212;419.95086430574844;643.3545032324208;233.55530762515372;497.1964399345241;250.772247068225;273.0651394473333;368.00974660863983;149.0566749309773;573.4330045567668;281.1453181601447;460.6341682579679;648.0193099947478;516.2226779923482;593.1565559347853;546.2168615053012;618.7811749630598
Joost´s Ostsee Express Busreisen GmbH 1;641.8245658178561;459.53915294243996;473.5214384782984;463.16463162409286;201.20155620646375;324.98120051658935;224.8145686095702;236.0534415718455;521.314851393781;590.2722562241917;416.2723378802199;360.8724271445261;457.7213512295182;472.9215219574341;352.71815107218595;140.9541727214549;615.8154939557904;351.98977956856595;565.6521771141125;690.9554169783571;520.2273103966835;565.3271365264493;621.9957434399955;713.1584849717881
Klein-Wiele Reisen GmbH 1;492.5317653819278;259.72353529945;371.0233661147685;408.50004296895105;471.76295580053164;136.24916203365555;274.8087503138817;205.8277305258699;260.88382066173745;562.2834872101805;69.72978186623538;504.5394982188662;44.44810066010038;67.41219871420786;323.06340478495395;300.69699094365126;432.27786379924163;208.361572728177;291.33386609691587;498.33189158519076;412.47769872813586;500.25310475453136;385.43752307476973;439.66128891813565
Omnibus Koch 1;108.13044442323961;153.47554919052277;61.66370411218925;81.79864361496038;393.50780349027855;341.80427277144486;326.6430017294851;441.3550421865579;175.05886423736104;158.7390645499016;345.116617452864;276.39236344949734;377.1520574999381;362.7723273606227;182.432535828541;472.9677532161301;93.01586744949086;242.34362782406464;179.45893592924241;160.14912155070434;16.680543603493867;92.2538335983823;142.25391682104066;228.56704003186553
